label,source_fingerprint_prior_blend,fingerprint_guard_loss_weight,prior_loss_weight,extra_epochs,rows,target_fingerprint_cosine,source_target_fingerprint_cosine,prior_target_fingerprint_cosine,target_fp_gain_vs_source_target,target_fp_gain_vs_prior,fingerprint_cosine_gain_vs_source,fingerprint_beats_source,target_property_mae,source_target_property_mae,prior_target_property_mae,property_mae_gain_vs_source,property_mae_beats_source,generated_minus_prior_latent_mae,eval_metrics
blend070_guard025_p005,0.70,0.25,0.05,30,1145,0.6785397353560211,0.7878429028990404,0.6982060324911642,-0.10930316754301928,-0.019666297135143118,-0.10930316754301928,0.010480349344978166,6.011683928836381,9.113177834275508,6.058178792939436,3.101493905439127,0.7065502183406114,0.045701336156267786,SketchMol-Unified-3MDiffusion/outputs/unified_generation_3m_sourceanchor_sweep_v1/blend070_guard025_p005/eval_latent/metrics.json
blend085_guard050_p005,0.85,0.50,0.05,30,1145,0.7073283841452263,0.7878429028990404,0.7338134406585906,-0.0805145187538141,-0.026485056513364302,-0.08051451875381406,0.03580786026200873,5.70091208076373,9.113177834275508,5.680355126394455,3.412265753511779,0.7606986899563318,0.05275843728447585,SketchMol-Unified-3MDiffusion/outputs/unified_generation_3m_sourceanchor_sweep_v1/blend085_guard050_p005/eval_latent/metrics.json
blend085_guard050_p025,0.85,0.50,0.25,30,1145,0.7051108844734083,0.7878429028990404,0.7312847334567245,-0.08273201842563205,-0.026173848983316206,-0.08273201842563213,0.03318777292576419,5.706515891791431,9.113177834275508,5.698631952670464,3.4066619424840767,0.7458515283842795,0.050358966547654184,SketchMol-Unified-3MDiffusion/outputs/unified_generation_3m_sourceanchor_sweep_v1/blend085_guard050_p025/eval_latent/metrics.json
blend085_guard100_p005,0.85,1.00,0.05,30,1145,0.7066486632651108,0.7878429028990404,0.7328755192852946,-0.08119423963392958,-0.02622685602018382,-0.08119423963392966,0.032314410480349345,5.820197387814002,9.113177834275508,5.844920312174023,3.292980446461507,0.7344978165938865,0.053664497203116335,SketchMol-Unified-3MDiffusion/outputs/unified_generation_3m_sourceanchor_sweep_v1/blend085_guard100_p005/eval_latent/metrics.json
blend095_guard050_p005,0.95,0.50,0.05,30,1145,0.7184175140371225,0.7878429028990404,0.7505231301044913,-0.06942538886191785,-0.032105616067368836,-0.06942538886191792,0.05502183406113537,5.682012722885244,9.113177834275508,5.688476678650972,3.4311651113902637,0.7475982532751092,0.05938056756673161,SketchMol-Unified-3MDiffusion/outputs/unified_generation_3m_sourceanchor_sweep_v1/blend095_guard050_p005/eval_latent/metrics.json
blend095_guard100_p025,0.95,1.00,0.25,30,1145,0.716912082139244,0.7878429028990404,0.7487573929183168,-0.0709308207597964,-0.03184531077907282,-0.07093082075979645,0.04104803493449782,6.423746319733333,9.113177834275508,6.419080561113149,2.689431514542176,0.6663755458515284,0.056487857724446394,SketchMol-Unified-3MDiffusion/outputs/unified_generation_3m_sourceanchor_sweep_v1/blend095_guard100_p025/eval_latent/metrics.json
