row_id,smiles,MW,LogP,QED,TPSA,HBD,HBA,RB,SA,C,N,O,S,F,Cl,Br,I,ring_count,scaffold_class,fg_ester,fg_amide,fg_amine,fg_alcohol,fg_halogen,img_mean,img_std,img_contrast,img_edge_density,img_texture,hist_0,hist_1,hist_2,hist_3,patch_mean_min,patch_mean_max,patch_mean_std
333,Nc1ccc(S(=O)(=O)N(CCCNCCN(Cc2ccccc2)S(=O)(=O)c2ccc(N)cc2)Cc2ccccc2)cc1,607.8020000000002,3.9127000000000036,0.1375695425917926,138.83,3.0,7.0,15.0,4.34,31.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.6575047969818115,0.2194085717201233,0.800000011920929,0.1999782986111111,0.1408347487449646,0.1333550347222222,0.0,0.5975477430555556,0.2690972222222222,0.44812092185020447,0.7434708476066589,0.10469867289066315
226,O=C1c2cccc3c(-c4cc(=O)c5ccccc5o4)ccc(c23)C(=O)N1CCCCN1CCNCC1,481.5520000000004,3.8946000000000023,0.3323606836778999,82.85999999999999,1.0,6.0,6.0,4.34,29.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,0.6680070757865906,0.21231016516685486,0.8078431487083435,0.19932725694444445,0.13838697969913483,0.12261284722222222,0.0,0.5257161458333334,0.3516710069444444,0.4103485941886902,0.7476511597633362,0.09528610110282898
49,CN1CCc2cccc3c2[C@H]1Cc1ccc(CO)c(O)c1-3,281.35499999999996,2.6366000000000023,0.8442887865057431,43.7,2.0,3.0,1.0,3.0700000000000003,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.7526007890701294,0.1655084192752838,0.8509804010391235,0.1967230902777778,0.11515063047409058,0.059244791666666664,0.0,0.0030381944444444445,0.9377170138888888,0.6186410784721375,0.7951048612594604,0.06714928150177002
60,CC1(C)CCC(C)(C)c2cc3c(ccn3C(=O)c3ccc(C(=O)O)cc3)cc21,375.46800000000013,5.377000000000005,0.6543120969024104,59.3,1.0,3.0,2.0,3.36,24.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.6475375294685364,0.14903424680233002,0.7490196228027344,0.1996527777777778,0.09714283794164658,0.06944444444444445,0.0,0.9305555555555556,0.0,0.4967728853225708,0.6893790364265442,0.06866541504859924
28,CC(=O)NC(C(=O)N1CCSCC1)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N,371.4630000000001,-1.1806999999999963,0.3505637406832648,151.11,4.0,5.0,5.0,3.25,15.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,5.0,0.0,0.0,0.8760365843772888,0.2301221340894699,1.0,0.1999782986111111,0.1464177668094635,0.07855902777777778,0.0,0.0,0.9214409722222222,0.63694167137146,0.9445261359214783,0.11329322308301926
90,Cl/C=C/CCl,110.97100000000002,1.9777,0.45351601747693665,0.0,0.0,0.0,1.0,1.5099999999999998,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8103077411651611,0.09197970479726791,0.8823529481887817,0.19639756944444445,0.0685301348567009,0.015407986111111112,0.0,0.0,0.9845920138888888,0.7473039627075195,0.8226103186607361,0.02167833037674427
151,CC(=O)/C=C(\O)c1cccnc1,163.176,1.5695,0.5314338481906579,50.19,1.0,3.0,2.0,2.05,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.816850483417511,0.12304875999689102,0.8980392217636108,0.1937934027777778,0.08660349249839783,0.02734375,0.0,0.0,0.97265625,0.6852872967720032,0.838412344455719,0.04223039373755455
111,Cn1c(CSCC(=O)Nc2ccccc2)nnc1SCC(=O)Nc1ccccc1,427.5550000000002,3.4178000000000015,0.5088708103042738,88.91,2.0,7.0,9.0,3.54,20.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,5.0,0.0,0.0,0.6918385624885559,0.20728164911270142,0.8235294222831726,0.1996527777777778,0.13758982717990875,0.10633680555555555,0.0,0.19401041666666666,0.6996527777777778,0.5198256969451904,0.76287442445755,0.08380405604839325
65,Cc1nonc1-c1nc(S)n[nH]1,183.19600000000003,0.4518199999999999,0.6272887747346189,80.49000000000001,2.0,6.0,1.0,2.62,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.8455159068107605,0.1659441739320755,0.9411764740943909,0.1911892361111111,0.10366462916135788,0.04372829861111111,0.0,0.0,0.9562717013888888,0.6807053685188293,0.8825299739837646,0.06671236455440521
313,COc1cccc(N2c3ccc(Cl)cc3S(=O)(=O)c3c(N)n[nH]c32)c1,376.82500000000016,3.2699000000000007,0.5564007200702836,101.31,2.0,6.0,2.0,3.67,16.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,1.0,1.0,0.7137250900268555,0.18789318203926086,0.8235294222831726,0.1970486111111111,0.11978504061698914,0.08409288194444445,0.0,0.10319010416666667,0.8127170138888888,0.5101443529129028,0.7714460492134094,0.08863566070795059
5,C[C@H]1CN(CCC(=O)N[C@@H](CCc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,438.56800000000027,3.5840000000000014,0.5567814389703877,89.87,3.0,4.0,9.0,3.39,26.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.6962354183197021,0.19385722279548645,0.8117647171020508,0.1997612847222222,0.12962161004543304,0.0945095486111111,0.0,0.2862413194444444,0.6192491319444444,0.5000272393226624,0.7591912150382996,0.08816790580749512
174,C/C=C/CCCC(C)/C(O)=C1\C(=O)[C@H]([C@H](C)O)N(C)C1=O,295.3790000000001,1.9714999999999998,0.2581125814970324,77.84,2.0,4.0,6.0,2.48,16.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.7842622399330139,0.1615816354751587,0.8823529481887817,0.19325086805555555,0.11762270331382751,0.051432291666666664,0.0,0.0,0.9485677083333334,0.646677553653717,0.8223106861114502,0.056881532073020935
66,CC(C#CCN1CCCC1)N(C)S(C)(=O)=O,244.35999999999999,0.36549999999999994,0.673361174613329,40.620000000000005,0.0,3.0,3.0,2.33,11.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.8569678068161011,0.1460520476102829,0.9450980424880981,0.1899956597222222,0.10110355168581009,0.034613715277777776,0.0,0.0,0.9653862847222222,0.74501633644104,0.8853485584259033,0.04566157981753349
252,CCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)N(C(C)C)C1=O,571.6690000000001,2.278200000000001,0.3840600097553554,105.22,3.0,5.0,11.0,4.31,30.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,0.0,2.0,0.705274760723114,0.25162217020988464,0.8666666746139526,0.1996527777777778,0.16811303794384003,0.1474609375,0.0,0.0003255208333333333,0.8522135416666666,0.5247276425361633,0.810484766960144,0.09658098220825195
299,Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)OCc2ccc(C(=O)O)cc2)cc1,446.5470000000002,5.077840000000005,0.4680222634185617,102.51,2.0,5.0,8.0,3.42,27.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,2.0,1.0,0.0,0.6397233605384827,0.18055477738380432,0.7607843279838562,0.1987847222222222,0.12068496644496918,0.10026041666666667,0.0,0.8990885416666666,0.0006510416666666666,0.5031454563140869,0.7003200054168701,0.07460155338048935
16,O=C(NO)[C@H]1C[C@]1(Cc1ccc(OCc2cc(-c3ccccc3)nc3ccccc23)cc1)C(=O)N1CCC[C@H]1CO,551.6430000000003,4.518300000000004,0.20840246151373443,111.99000000000001,3.0,6.0,9.0,4.569999999999999,33.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,3.0,2.0,0.0,0.6262638568878174,0.22198674082756042,0.7803921699523926,0.19986979166666666,0.14207755029201508,0.1511501736111111,0.0,0.8309461805555556,0.017903645833333332,0.4475966989994049,0.7200299501419067,0.10056204348802567
54,NC(=O)c1ccccc1-n1cnc2ccccc21,237.26199999999997,2.1243999999999996,0.7417171180284652,60.910000000000004,1.0,3.0,2.0,2.81,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.7812631726264954,0.15146319568157196,0.8705882430076599,0.18934461805555555,0.09723444283008575,0.04503038194444445,0.0,0.00010850694444444444,0.9548611111111112,0.642619788646698,0.8147944211959839,0.05845968797802925
194,N#CC1(c2ccccc2)CCN(CCCc2ccccc2)CC1,304.437,4.176580000000004,0.8284353846871065,27.03,0.0,2.0,5.0,2.8,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.7050011157989502,0.13471052050590515,0.7647058963775635,0.1994357638888889,0.09361407905817032,0.04806857638888889,0.0,0.8039279513888888,0.1480034722222222,0.5966570973396301,0.7371119260787964,0.0525832436978817
127,COc1ccc([C@]2(C#N)C[C@H]3C[C@@H](C(=O)O)C[C@H]3C2)cc1OCC1CC1,355.4340000000002,3.766180000000002,0.8401739808806706,79.55,1.0,4.0,6.0,3.38,21.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,0.7076393365859985,0.16279172897338867,0.8039215803146362,0.1986762152777778,0.10789433866739273,0.0671657986111111,0.0,0.4663628472222222,0.4664713541666667,0.5513480305671692,0.7516611814498901,0.07339643687009811
99,CCS(=O)(=O)c1ccc2oc(Cc3ccc(C)cc3)nc2c1,315.394,3.5206200000000027,0.7388413857111324,60.17,0.0,4.0,4.0,3.01,17.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.7232247591018677,0.1489536017179489,0.8156862854957581,0.19889322916666666,0.10074934363365173,0.05381944444444445,0.0,0.3017578125,0.6444227430555556,0.592660665512085,0.7593001127243042,0.06194457411766052
101,CCOC(=O)C(O)(c1ccc[nH]1)C(F)(F)F,237.17699999999996,1.3276999999999999,0.7793335200649872,62.32,2.0,3.0,3.0,2.49,9.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.8057177066802979,0.17031094431877136,0.9019607901573181,0.19694010416666666,0.1063031405210495,0.05078125,0.0,0.0,0.94921875,0.5855664610862732,0.8467252254486084,0.0773192048072815
20,CC(C)=CCC/C(C)=C/C=C/C(=O)N1CCCC1,247.38199999999995,3.857700000000003,0.4102515909436522,20.310000000000002,0.0,1.0,5.0,2.15,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.7262591123580933,0.11582830548286438,0.8039215803146362,0.197265625,0.07779181003570557,0.03211805555555555,0.0,0.5776909722222222,0.3901909722222222,0.5984545350074768,0.7477533221244812,0.04117786884307861
218,NC(=O)Nc1sc(-c2ccc(CN3CCCCC3)cc2)cc1C(N)=O,358.4670000000001,2.990500000000001,0.7655130866679347,101.45000000000002,3.0,4.0,5.0,3.2600000000000002,18.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,0.7322605848312378,0.17960786819458008,0.8392156958580017,0.19856770833333334,0.11872503906488419,0.0730251736111111,0.0,0.022135416666666668,0.9048394097222222,0.5109341144561768,0.78374183177948,0.08988915383815765
250,O=C1C=CC[C@H]([C@@H](O)[C@H](Cl)c2ccccc2)O1,252.697,2.1990999999999996,0.6627112570240639,46.53,1.0,3.0,3.0,2.53,13.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.7812947034835815,0.14961650967597961,0.8509804010391235,0.1982421875,0.10679162293672562,0.045464409722222224,0.0,0.0,0.9545355902777778,0.6283360719680786,0.814753532409668,0.05641208589076996
296,CO[C@H]1[C@@H](OC)C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)/C(C)=C/C=C\[C@H](OC)[C@@H](OC(N)=O)/C(C)=C/[C@@H]1C)C2=O,630.7830000000001,2.567300000000003,0.26887585612531,158.52,3.0,10.0,8.0,4.01,33.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.7063117623329163,0.2382964789867401,0.8549019694328308,0.19986979166666666,0.1621362566947937,0.1304253472222222,0.0,0.0005425347222222222,0.8690321180555556,0.484245628118515,0.798018753528595,0.08569487929344177
228,CN(C)C(=O)n1nnc(CCc2ccccc2)n1,245.286,0.9879999999999995,0.8085028156308776,63.910000000000004,0.0,5.0,3.0,2.72,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.820728600025177,0.17285874485969543,0.929411768913269,0.1987847222222222,0.11730113625526428,0.052300347222222224,0.0,0.0,0.9476996527777778,0.6906318664550781,0.8621459603309631,0.06500442326068878
82,COc1cc2c(cc1OCCCSc1nnc3n1S(=O)(=O)c1ccccc1N3c1ccccc1)N=C[C@@H]1CCCN1C2=O,616.7249999999999,5.188600000000005,0.17141760974971693,119.22,0.0,11.0,8.0,5.28,30.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,6.0,2.0,0.0,0.6030948162078857,0.2163853794336319,0.7607843279838562,0.19986979166666666,0.13686206936836243,0.15657552083333334,0.0,0.8432074652777778,0.00021701388888888888,0.40164080262184143,0.697188138961792,0.1071394756436348
87,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)cn3)cccc12,407.293,3.259100000000001,0.7188054643111679,75.19,1.0,5.0,4.0,3.31,16.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,0.7083145976066589,0.19683846831321716,0.8313725590705872,0.1984592013888889,0.132341206073761,0.09212239583333333,0.0,0.10015190972222222,0.8077256944444444,0.5434436798095703,0.7709422707557678,0.08121970295906067
327,C=C1C[C@@]23C[C@H](O)[C@]4(O)[C@@]5(C)C[C@H](O)C[C@@]46[C@@H]2[C@H](OC(=O)/C(C)=C/C)[C@H](OC(=O)/C(C)=C/C)[C@@H]1[C@H]3[C@H]6N(C)C5,541.6850000000002,2.5216000000000003,0.2825459850742491,116.53000000000002,3.0,8.0,4.0,4.51,31.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,0.6954044103622437,0.24697959423065186,0.8627451062202454,0.19986979166666666,0.1583089381456375,0.14778645833333334,0.0,0.0016276041666666667,0.8505859375,0.43976718187332153,0.798651933670044,0.11482369899749756
81,CCCC(C)(C)C(=O)N[C@H]1CCCCNC1=O,240.34699999999995,1.5975999999999997,0.7838411574921954,58.2,2.0,2.0,4.0,2.28,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.8137710094451904,0.13075466454029083,0.8588235378265381,0.19911024305555555,0.0893285721540451,0.03200954861111111,0.0,0.0,0.9679904513888888,0.7003405094146729,0.8380923867225647,0.04300861433148384
282,CC[C@H](C)[C@@H]1NC(=O)c2nc(oc2C)[C@H](C)NC(=O)c2csc(n2)[C@H](Cc2cncn2C)NC(=O)c2csc1n2,582.7120000000002,3.664920000000002,0.32902737658435793,156.93,3.0,11.0,4.0,4.77,26.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,8.0,0.0,0.0,0.6531092524528503,0.23911461234092712,0.8078431487083435,0.1997612847222222,0.1460040658712387,0.15440538194444445,0.0,0.3428819444444444,0.5027126736111112,0.38818085193634033,0.7551606893539429,0.11875852197408676
347,CNc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,251.246,-0.8814000000000006,0.6360092719305402,105.32000000000001,3.0,8.0,2.0,3.1300000000000003,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,1.0,0.0,0.8702048659324646,0.2209644764661789,0.9843137264251709,0.19661458333333334,0.14327658712863922,0.07172309027777778,0.0,0.0,0.9282769097222222,0.6183211207389832,0.9332243800163269,0.09815039485692978
349,CCCC[C@H](CN(O)C=O)C(=O)N1CCC[C@H]1c1nc2ccccc2o1,359.42600000000004,3.1453000000000015,0.44439464154721997,86.88000000000001,1.0,5.0,8.0,3.29,19.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.7247851490974426,0.17751699686050415,0.8392156958580017,0.19921875,0.12118058651685715,0.0740017361111111,0.0,0.05978732638888889,0.8662109375,0.5541462302207947,0.7758033275604248,0.08228904753923416
196,COc1cc(Nc2ccnc3cc(-c4ccncc4)ccc23)cc(OC)c1OC,387.4390000000002,5.066200000000004,0.49846485697935267,65.5,1.0,6.0,6.0,3.55,23.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,3.0,0.0,0.6471583843231201,0.17096929252147675,0.7568627595901489,0.1997612847222222,0.11797419935464859,0.08843315972222222,0.0,0.9112413194444444,0.0003255208333333333,0.46145153045654297,0.7009327411651611,0.07078723609447479
343,Cc1c(-c2cccc(OCCCCCC(=O)O)c2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,645.6250000000003,6.0545200000000055,0.1350753071883378,116.55000000000001,2.0,7.0,13.0,4.62,33.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,1.0,5.0,0.5862332582473755,0.19579093158245087,0.7372549176216125,0.1999782986111111,0.128264382481575,0.1398654513888889,0.0,0.8601345486111112,0.0,0.40249183773994446,0.665073573589325,0.09052076935768127
320,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccccc2)cc1O,348.48600000000005,6.503400000000008,0.4424992659951193,40.46,2.0,2.0,7.0,2.64,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6309228539466858,0.13475443422794342,0.7215686440467834,0.19856770833333334,0.09522987902164459,0.059895833333333336,0.0,0.9401041666666666,0.0,0.5093410015106201,0.6660743355751038,0.0492340624332428
39,N=C(N)NC(=O)OCc1cccc(N2CCC(Oc3cccnc3)CC2)c1F,387.41500000000013,2.3881699999999997,0.5362241149281304,113.56,3.0,6.0,5.0,3.51,19.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,5.0,1.0,1.0,0.7388127446174622,0.2095807045698166,0.8745098114013672,0.1994357638888889,0.1347627341747284,0.09385850694444445,0.0,0.00021701388888888888,0.9059244791666666,0.5122072696685791,0.8072644472122192,0.10261892527341843
35,CCOC(=O)COC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,366.4580000000002,2.1408999999999994,0.5069993829172297,93.72999999999999,2.0,5.0,8.0,3.54,19.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,4.0,0.0,0.7586426734924316,0.19131074845790863,0.8745098114013672,0.19889322916666666,0.1206345185637474,0.0771484375,0.0,0.0,0.9228515625,0.5562363862991333,0.8146514296531677,0.09608440101146698
38,CCCN1c2cc(C)nc3c(-c4ccc(Cl)cc4Cl)nn(c23)C[C@@H]1CC,389.33000000000015,5.722120000000005,0.5721730221039898,33.95,0.0,4.0,4.0,3.46,20.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,0.6225192546844482,0.16225968301296234,0.7411764860153198,0.1994357638888889,0.10829054564237595,0.08648003472222222,0.0,0.9135199652777778,0.0,0.47793442010879517,0.6727192401885986,0.07357778400182724
146,Cc1ccccc1Nc1nc(Nc2ccccc2C)nc(N2CCN(CCNc3ccnc4cc(Cl)ccc34)CC2)n1,580.1400000000001,6.411340000000005,0.18297209292850772,94.13000000000001,3.0,9.0,9.0,4.76,32.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,1.0,0.570610761642456,0.21176324784755707,0.7333333492279053,0.1996527777777778,0.13488180935382843,0.1662326388888889,0.0,0.8337673611111112,0.0,0.41959428787231445,0.6649918556213379,0.08727504312992096
281,CC(C)(C)c1cc(C(=O)C(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2ccc(F)c(F)c2)n1,562.6170000000003,5.133600000000005,0.2367271831973025,85.69000000000001,1.0,7.0,8.0,4.4799999999999995,31.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,4.0,3.0,2.0,0.6078861355781555,0.21235045790672302,0.7568627595901489,0.1999782986111111,0.13207784295082092,0.1486545138888889,0.0,0.8510199652777778,0.0003255208333333333,0.38667619228363037,0.6972018480300903,0.10915489494800568
316,CN(C)c1ccc(C2=NC(C)(C)C(C)(C)N2O)cc1,261.36899999999997,2.7612000000000005,0.8894409690085865,39.07,1.0,4.0,2.0,2.59,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.7546943426132202,0.15465250611305237,0.8549019694328308,0.19325086805555555,0.1049291118979454,0.050455729166666664,0.0,0.004665798611111111,0.9448784722222222,0.5781999230384827,0.7918232679367065,0.0649956613779068
284,O=C(NCC/C=C/c1ccccc1)c1ccccc1CN1CCc2ccc(O)cc2C1,412.5330000000003,4.783800000000005,0.5491062983326777,52.57000000000001,2.0,3.0,7.0,3.4499999999999997,27.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.6602145433425903,0.17047521471977234,0.772549033164978,0.1994357638888889,0.11493008583784103,0.08441840277777778,0.0,0.9099392361111112,0.005642361111111111,0.5063385367393494,0.7122072577476501,0.07400433719158173
305,N#Cc1c(O)nc(N)nc1-c1cccc(Cl)c1,246.657,1.9564799999999998,0.8017923665839615,95.82,2.0,5.0,1.0,2.69,11.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.7730098366737366,0.18510423600673676,0.8784313797950745,0.19986979166666666,0.12723451852798462,0.06499565972222222,0.0,0.0,0.9350043402777778,0.5728894472122192,0.8225626349449158,0.07565504312515259
71,c1cc2c(c(N3CCN(CCCCCc4c[nH]c5ccccc45)CC3)c1)OCCO2,405.5420000000002,4.4741000000000035,0.5888628845059157,40.730000000000004,1.0,4.0,7.0,3.7499999999999996,25.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,2.0,0.0,0.6743038892745972,0.16899800300598145,0.7843137383460999,0.19759114583333334,0.1119946837425232,0.0793185763888889,0.0,0.8803168402777778,0.040364583333333336,0.48663535714149475,0.7250136137008667,0.08611235022544861
297,O=C(Cc1ccccc1)Nc1cccc(C(=O)/C=C(\O)C(=O)O)c1,325.32,2.577,0.4300947071004881,103.7,3.0,4.0,6.0,2.9,18.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.7519509792327881,0.17325203120708466,0.8313725590705872,0.197265625,0.1193033829331398,0.0656467013888889,0.0,0.0008680555555555555,0.9334852430555556,0.5745710730552673,0.7981958389282227,0.0778888463973999
33,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CCc1ccccn1)CC2,397.5190000000002,2.590600000000001,0.6510401981578805,54.900000000000006,0.0,5.0,9.0,3.3,23.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,0.7395037412643433,0.19417627155780792,0.8627451062202454,0.19889322916666666,0.1315053552389145,0.08409288194444445,0.0,0.0014105902777777778,0.9144965277777778,0.5718818306922913,0.7993327975273132,0.08833916485309601
22,CN(C/C=C/c1ccc(C#N)cc1)Cc1ccc2c(c1)CCO2,304.3930000000001,3.6383800000000024,0.845914888622935,36.260000000000005,0.0,3.0,5.0,2.88,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.7227448225021362,0.14201107621192932,0.7803921699523926,0.1923828125,0.0934300348162651,0.04991319444444445,0.0,0.3806423611111111,0.5694444444444444,0.6063725352287292,0.7562159895896912,0.05681456997990608
102,COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(=O)N(C)C)[C@H]3c2ccccc2)cc1,505.5670000000002,3.050600000000001,0.5315232548394518,97.69000000000001,2.0,7.0,6.0,4.199999999999999,29.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,3.0,0.0,0.6882502436637878,0.23016774654388428,0.8470588326454163,0.19954427083333334,0.15414689481258392,0.1335720486111111,0.0,0.03309461805555555,0.8333333333333334,0.4697508215904236,0.7785335183143616,0.10142580419778824
77,CCCCCn1cc(C(=O)NC2C3CC4CC(C3)CC2C4)c(=O)c2ccccc21,392.5430000000002,4.746200000000004,0.7216536050304043,51.1,1.0,3.0,6.0,3.8899999999999997,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,0.6661348342895508,0.16099314391613007,0.7568627595901489,0.1994357638888889,0.10837192833423615,0.07606336805555555,0.0,0.9167751736111112,0.007161458333333333,0.5371800065040588,0.7129493355751038,0.06197270750999451
256,Cn1nc(C(F)(F)F)c(Br)c1C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,481.2940000000003,3.2382000000000017,0.7272418001702861,84.3,1.0,5.0,4.0,3.75,16.0,4.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,4.0,0.6934942603111267,0.2156962901353836,0.8313725590705872,0.1999782986111111,0.14335188269615173,0.11414930555555555,0.0,0.09819878472222222,0.7876519097222222,0.5142020583152771,0.7718409299850464,0.09207551181316376
209,N#Cc1c(N)nc(Sc2ccc(O)cc2)c(C#N)c1-c1ccc(Cl)cc1,378.84400000000005,4.584360000000002,0.6900441840174059,106.72,2.0,6.0,3.0,3.29,19.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,0.6649352312088013,0.17771944403648376,0.772549033164978,0.1994357638888889,0.11793099343776703,0.08756510416666667,0.0,0.8921440972222222,0.020290798611111112,0.47335922718048096,0.7211329340934753,0.0736558586359024
208,C1=CC(CCNc2ncnc3[nH]cnc23)CCC1,243.31399999999996,2.5112000000000005,0.8096446761678707,66.49000000000001,2.0,4.0,4.0,2.89,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.7618251442909241,0.1567610502243042,0.8588235378265381,0.1976996527777778,0.10979065299034119,0.051323784722222224,0.0,0.0009765625,0.9476996527777778,0.647467315196991,0.7988289594650269,0.056487683206796646
